channel;bin;weight;err_stat;err_syst_up;err_syst_do;err_tot_up;err_tot_do;wnorm_prefit_err_rel
res_wjetcr_ele_mint;Wjets_res_6;0.7093700585216463;0.05456776322481118;0.31171973743456455;0.24309402344880054;0.31645984814764877;0.24914322190235288;0.4394317658179711
res_wjetcr_ele_mint;Wjets_res_7;1.1112762927014666;0.01447922504170578;0.32609378982517806;0.3365652152435044;0.32641508500735034;0.3368765234766513;0.29344078692838627
res_wjetcr_ele_mint;Wjets_res_4;1.1823736866315762;0.04040775912271423;0.4297575733829135;0.358661236679424;0.4316530538259744;0.3609302837027299;0.3634701771884277
res_wjetcr_ele_mint;Wjets_res_5;0.9843381037436044;0.058746807093825654;0.3892416316849547;0.32949474942820983;0.393649889089893;0.3346908681820852;0.395434891938657
res_wjetcr_ele_mint;Wjets_res_2;1.385140828411686;0.02566305304868365;0.37323907705607273;0.3540898961282118;0.3741203027549408;0.35501865701941265;0.2694592993003165
res_wjetcr_ele_mint;Wjets_res_3;1.3101089369099528;0.03249639488310128;0.39883522648628;0.36827713841501286;0.4001569111820521;0.3697080826267516;0.30442905566843936
res_wjetcr_ele_mint;Wjets_res_1;1.3799385854755408;0.013791553868870952;0.3849845207831994;0.38855257663316994;0.38523147353349474;0.3887972630644323;0.27898670624572025
res_wjetcr_ele_mint;Wjets_res_8;1.1341405117366552;0.02551281206008438;0.31367107604015276;0.3052222075748493;0.3147069232212734;0.30628662977034693;0.2765716177088527
res_wjetcr_ele_mint;Wjets_res_9;1.0544708784087666;0.03075686895423593;0.29803708814839;0.28956205075006597;0.2996199107199641;0.2911909446092921;0.28264136473653817
res_wjetcr_ele_mint;Wjets_res_18;0.7221992475123125;0.06586673486021484;0.2503926918880963;0.2250843285003211;0.2589110405373108;0.2345237337618227;0.34670860257830366
res_wjetcr_ele_mint;Wjets_res_19;0.5763161303012851;0.06598563439959751;0.19880582531095076;0.1798020858027742;0.20947042780470376;0.19152778912248095;0.3449596755291571
res_wjetcr_ele_mint;Wjets_res_21;0.40657740302205775;0.05652176271385822;0.1553011978909726;0.12171716276793086;0.16526697107000154;0.13420051181927983;0.3819720346891664
res_wjetcr_ele_mint;Wjets_res_20;0.3141866759912667;0.06995359831275152;0.10447675900884502;0.08245363634648455;0.1257334445956766;0.10813005162146233;0.3325308391236461
res_wjetcr_ele_mint;Wjets_res_10;1.0774613046210197;0.03943600026189824;0.344186694150493;0.28759893442173545;0.346438563885289;0.2902901052347016;0.31944227850628504
res_wjetcr_ele_mint;Wjets_res_11;0.9834694019057165;0.06220430802010729;0.3475428371762817;0.30128469417710596;0.35306571570856304;0.3076391439359638;0.3533844942230343
res_wjetcr_ele_mint;Wjets_res_12;0.6258388959324115;0.048314795142761414;0.2615197887937497;0.2087547638395276;0.26594533152588795;0.2142728887549331;0.41787078191124927
res_wjetcr_ele_mint;Wjets_res_13;0.8649001995322916;0.02100763553138151;0.24577875221956763;0.25621387317677824;0.24667491926263396;0.25707366562692796;0.284170072284035
res_wjetcr_ele_mint;Wjets_res_14;0.7897727370828636;0.04884371503835777;0.22448822657396664;0.23952981251743705;0.2297404456535089;0.2444590754776489;0.2842440819154449
res_wjetcr_ele_mint;Wjets_res_15;0.7602212194501998;0.0790442123553436;0.26110286387643467;0.20225850187646788;0.2728052291129197;0.21715544913308027;0.34345642715059577
res_wjetcr_ele_mint;Wjets_res_16;0.7475304124700973;0.07640992488489501;0.2781370270948902;0.23885725652701453;0.2884418181576641;0.2507813103413556;0.3720745302867744
res_wjetcr_ele_mint;Wjets_res_17;0.7065176389230466;0.03884335144556375;0.23147503700901914;0.18589252942232032;0.23471152232016723;0.18990744705395785;0.32762810757543054
