channel;bin;weight;err_stat;err_syst_up;err_syst_do;err_tot_up;err_tot_do;wnorm_prefit_err_rel
res_wjetcr_mu_mint;Wjets_res_6;0.6512783171652091;0.051004206660082936;0.20027808632365937;0.16494057077414795;0.20667060980819602;0.1726465203365714;0.30751536024629395
res_wjetcr_mu_mint;Wjets_res_7;1.1580411371749098;0.012496609858092703;0.309615016511829;0.3969853395567912;0.3098671065272426;0.3971819798039259;0.2673609827602048
res_wjetcr_mu_mint;Wjets_res_4;1.0696004325542916;0.0355754280176841;0.2784660500181841;0.224364565484939;0.2807293217520593;0.2271674917849975;0.2603458651874185
res_wjetcr_mu_mint;Wjets_res_5;0.7947873311050824;0.04842300053887473;0.2004111883013777;0.2833429571018662;0.20617815446248938;0.28745089723362816;0.2521569990587588
res_wjetcr_mu_mint;Wjets_res_2;1.2309961967921341;0.020438524750555142;0.3831579005882416;0.33617190828136023;0.38370263235631824;0.33679264423604965;0.3112583951004209
res_wjetcr_mu_mint;Wjets_res_3;1.1826964028389837;0.028474625076674177;0.27555668883148654;0.2985103771632479;0.277023993605301;0.29986538571065796;0.23299021470770617
res_wjetcr_mu_mint;Wjets_res_1;1.1773539530120143;0.00946835345411777;0.3698732603548305;0.4236820516549688;0.3699944302859765;0.42378783679064663;0.31415638382033456
res_wjetcr_mu_mint;Wjets_res_8;1.2383372766388;0.02410837892071394;0.3844957547007382;0.35413276610890426;0.3852508264975884;0.35495243338527577;0.31049356419631424
res_wjetcr_mu_mint;Wjets_res_9;1.2405921851843635;0.03447458038564148;0.28601382732456104;0.34361884562696315;0.2880840261340602;0.34534389782182745;0.23054621070505668
res_wjetcr_mu_mint;Wjets_res_18;0.9400219067110538;0.07605599558883025;0.24998139378050022;0.2232565927789822;0.26129525770945344;0.2358559320523621;0.2659314554222832
res_wjetcr_mu_mint;Wjets_res_19;0.6505065733476347;0.062151701844749205;0.17822240654655735;0.1967588135218368;0.18874866949847613;0.20634162144540677;0.27397479725591367
res_wjetcr_mu_mint;Wjets_res_21;0.5281199738842688;0.0597377052853662;0.1550229103652371;0.13722793370574796;0.16613457247325014;0.14966662694772814;0.29353729840032244
res_wjetcr_mu_mint;Wjets_res_20;0.8298614022778061;0.11559343615279523;0.20770978551353744;0.1964608340004394;0.23770821920937038;0.22794451469109442;0.25029454911797916
res_wjetcr_mu_mint;Wjets_res_10;1.1246522923014741;0.039864532363284785;0.2749175243875623;0.24157168212652236;0.27779277556468107;0.24483884198791037;0.2444466847837695
res_wjetcr_mu_mint;Wjets_res_11;0.7526135991832549;0.05332786363318792;0.2051258293265677;0.18424678567040045;0.2119444901302982;0.19180912144513454;0.2725513192283167
res_wjetcr_mu_mint;Wjets_res_12;0.6226871199960081;0.04871948448009825;0.18771404466134228;0.15489665690311696;0.1939333667297274;0.16237783865961655;0.3014580495298276
res_wjetcr_mu_mint;Wjets_res_13;1.1050149938390275;0.022663038296984066;0.27972641331991244;0.3225961255379327;0.28064297535066335;0.32339120816270844;0.2531426404886063
res_wjetcr_mu_mint;Wjets_res_14;1.1569591805574853;0.06396176564767736;0.2731227136370761;0.253090457609058;0.2805122531534918;0.26104767226989556;0.23606944672453425
res_wjetcr_mu_mint;Wjets_res_15;0.8790192756994675;0.08376823470120805;0.2036454352663383;0.1979462108562386;0.22020122717590168;0.21494143280740255;0.23167345801864275
res_wjetcr_mu_mint;Wjets_res_16;0.6624604600928348;0.07688899115389121;0.1857555712360933;0.15535461588420868;0.20103991943370475;0.17334062892811133;0.28040250313212983
res_wjetcr_mu_mint;Wjets_res_17;0.838058418799424;0.038293510310611616;0.20928551854461117;0.23030698720678047;0.2127600084705669;0.23346884436295362;0.2497266465557699
